STATION,NAME,DATE,ACMH,ACSH,AWND,DAPR,FMTM,FRGT,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/15/67,60,80,,,,,,,0.33,0,0,,55,48,,270,,,,19.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/16/67,60,60,,,,,,,0,0,0,,56,43,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/17/67,90,100,,,,,,,0.36,0,0,,57,50,,210,,,,25.1,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/18/67,70,90,,,,,,,0.5,0,0,,53,44,,260,,,,17,,,,,,1,,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/19/67,50,70,,,,,,,0.05,0,0,,53,45,,270,,,,16.1,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/20/67,80,90,,,,,,,0.09,0,0,,58,43,,180,,,,17.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/21/67,90,90,,,,,,,0.36,0,0,,54,45,,220,,,,19.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/22/67,80,80,,,,,,,0,0,0,,56,47,,240,,,,14.1,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/23/67,100,100,,,,,,,0.34,0,0,,55,50,,140,,,,21,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/24/67,50,60,,,,,,,0,0,0,,58,50,,270,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/25/67,40,60,,,,,,,0,0,0,,57,47,,270,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/26/67,80,80,,,,,,,0,0,0,,58,46,,280,,,,17.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/27/67,60,50,,,,,,,0.06,0,0,,56,50,,270,,,,17,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/28/67,50,50,,,,,,,0.03,0,0,,56,45,,270,,,,17,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/29/67,30,30,,,,,,,0,0,0,,57,46,,260,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/30/67,10,10,,,,,,,0,0,0,,59,47,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/1/67,50,60,,,,,,,0,0,0,,63,48,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/2/67,40,30,,,,,,,0,0,0,,59,52,,270,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/3/67,90,90,,,,,,,0,0,0,,60,52,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/4/67,70,50,,,,,,,0,0,0,,62,53,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/5/67,80,100,,,,,,,0,0,0,,60,52,,240,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/6/67,0,0,,,,,,,0,0,0,,68,48,,290,,,,13,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/7/67,60,80,,,,,,,0,0,0,,79,53,,260,,,,8.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/8/67,30,20,,,,,,,0,0,0,,68,57,,290,,,,17.9,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/9/67,100,100,,,,,,,0.1,0,0,,62,55,,220,,,,17,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/10/67,60,50,,,,,,,0.02,0,0,,59,52,,250,,,,19.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/11/67,40,50,,,,,,,0,0,0,,60,51,,270,,,,17,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/12/67,10,10,,,,,,,0,0,0,,64,46,,270,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/13/67,0,0,,,,,,,0,0,0,,73,49,,270,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/14/67,0,0,,,,,,,0,0,0,,76,51,,320,,,,13,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/15/67,0,0,,,,,,,0,0,0,,82,56,,290,,,,13,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/16/67,0,0,,,,,,,0,0,0,,84,60,,300,,,,15,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/17/67,0,0,,,,,,,0,0,0,,73,56,,300,,,,15,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/18/67,30,20,,,,,,,0,0,0,,65,54,,300,,,,17.9,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/19/67,50,30,,,,,,,0,0,0,,67,53,,290,,,,17,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/20/67,50,40,,,,,,,0,0,0,,68,52,,280,,,,16.1,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/21/67,40,30,,,,,,,0,0,0,,76,53,,270,,,,13,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/22/67,0,0,,,,,,,0,0,0,,66,55,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/23/67,0,0,,,,,,,0,0,0,,68,53,,270,,,,15,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/24/67,30,40,,,,,,,0,0,0,,63,51,,200,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/25/67,40,30,,,,,,,0,0,0,,60,52,,250,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/26/67,80,90,,,,,,,0,0,0,,59,52,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/27/67,40,30,,,,,,,0,0,0,,64,52,,270,,,,29.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/28/67,80,100,,,,,,,0,0,0,,65,52,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/29/67,60,80,,,,,,,0,0,0,,65,53,,280,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/30/67,10,20,,,,,,,0,0,0,,67,52,,270,,,,25.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/31/67,40,30,,,,,,,0,0,0,,64,52,,270,,,,17.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/1/67,100,100,,,,,,,0.12,0,0,,63,53,,150,,,,17.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/2/67,100,100,,,,,,,0.92,0,0,,57,54,,150,,,,15,,,,1,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/3/67,70,90,,,,,,,0,0,0,,66,55,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/4/67,90,100,,,,,,,0,0,0,,61,53,,270,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/5/67,100,100,,,,,,,0.01,0,0,,61,54,,250,,,,14.1,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/6/67,80,100,,,,,,,0,0,0,,61,55,,250,,,,12.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/7/67,80,70,,,,,,,0,0,0,,61,55,,260,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/8/67,70,60,,,,,,,0,0,0,,63,55,,250,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/9/67,100,90,,,,,,,0,0,0,,60,54,,240,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/10/67,50,30,,,,,,,0,0,0,,66,54,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/11/67,90,90,,,,,,,0,0,0,,63,54,,240,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/12/67,100,100,,,,,,,0,0,0,,58,54,,240,,,,21.9,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/13/67,50,30,,,,,,,0,0,0,,67,55,,280,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/14/67,60,40,,,,,,,0,0,0,,65,54,,290,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/15/67,80,60,,,,,,,0,0,0,,61,52,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/16/67,60,50,,,,,,,0,0,0,,69,53,,310,,,,14.1,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/17/67,70,60,,,,,,,0,0,0,,64,53,,310,,,,21.9,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/18/67,80,80,,,,,,,0,0,0,,67,56,,290,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/19/67,90,80,,,,,,,0,0,0,,65,57,,280,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/20/67,90,90,,,,,,,0,0,0,,61,55,,280,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/21/67,20,20,,,,,,,0,0,0,,69,55,,270,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/22/67,0,0,,,,,,,0,0,0,,67,55,,260,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/23/67,20,0,,,,,,,0,0,0,,68,53,,300,,,,17,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/24/67,50,30,,,,,,,0,0,0,,68,54,,290,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/25/67,70,50,,,,,,,0,0,0,,65,53,,300,,,,14.1,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/26/67,70,50,,,,,,,0,0,0,,67,55,,300,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/27/67,40,30,,,,,,,0,0,0,,70,55,,300,,,,16.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/28/67,0,0,,,,,,,0,0,0,,75,57,,290,,,,17,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/29/67,0,0,,,,,,,0,0,0,,77,57,,280,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/30/67,0,0,,,,,,,0,0,0,,74,57,,290,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/1/67,10,10,,,,,,,0,0,0,,70,57,,290,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/2/67,40,30,,,,,,,0,0,0,,68,57,,280,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/3/67,80,80,,,,,,,0,0,0,,73,57,,280,,,,15,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/4/67,50,40,,,,,,,0,0,0,,69,56,,290,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/5/67,50,50,,,,,,,0,0,0,,68,59,,280,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/6/67,30,10,,,,,,,0,0,0,,68,58,,260,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/7/67,50,30,,,,,,,0,0,0,,65,56,,270,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/8/67,90,80,,,,,,,0,0,0,,63,56,,270,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/9/67,40,20,,,,,,,0,0,0,,67,57,,270,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/10/67,20,30,,,,,,,0,0,0,,70,56,,310,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/11/67,0,0,,,,,,,0,0,0,,83,58,,280,,,,14.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/12/67,20,10,,,,,,,0,0,0,,71,58,,270,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/13/67,10,0,,,,,,,0,0,0,,71,57,,290,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/14/67,20,30,,,,,,,0,0,0,,69,56,,290,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/15/67,30,40,,,,,,,0,0,0,,66,56,,310,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/16/67,40,30,,,,,,,0,0,0,,71,57,,320,,,,21,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/17/67,50,30,,,,,,,0,0,0,,70,58,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/18/67,10,10,,,,,,,0,0,0,,68,55,,280,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/19/67,0,0,,,,,,,0,0,0,,70,58,,270,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/20/67,0,0,,,,,,,0,0,0,,69,56,,270,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/21/67,10,0,,,,,,,0,0,0,,71,58,,270,,,,15,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/22/67,90,100,,,,,,,0,0,0,,63,56,,260,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/23/67,70,70,,,,,,,0,0,0,,65,56,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/24/67,40,30,,,,,,,0,0,0,,66,56,,270,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/25/67,0,0,,,,,,,0,0,0,,71,56,,270,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/26/67,0,0,,,,,,,0,0,0,,80,54,,290,,,,15,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/27/67,80,90,,,,,,,0,0,0,,79,57,,330,,,,14.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/28/67,50,50,,,,,,,0,0,0,,83,62,,300,,,,17.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/29/67,0,0,,,,,,,0,0,0,,74,58,,290,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/30/67,20,20,,,,,,,0,0,0,,69,57,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/31/67,20,10,,,,,,,0,0,0,,70,58,,280,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/1/67,40,30,,,,,,,0,0,0,,74,59,,300,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/2/67,60,40,,,,,,,0,0,0,,68,57,,280,,,,17.9,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/3/67,30,20,,,,,,,0,0,0,,72,56,,270,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/4/67,30,20,,,,,,,0,0,0,,71,56,,270,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/5/67,10,0,,,,,,,0,0,0,,70,57,,260,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/6/67,30,10,,,,,,,0,0,0,,68,57,,270,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/7/67,60,80,,,,,,,0,0,0,,71,55,,280,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/8/67,80,80,,,,,,,0,0,0,,71,56,,340,,,,16.1,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/9/67,60,50,,,,,,,0,0,0,,67,58,,290,,,,17.9,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/10/67,60,40,,,,,,,0,0,0,,67,56,,280,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/11/67,80,90,,,,,,,0,0,0,,69,56,,300,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/12/67,10,10,,,,,,,0,0,0,,74,53,,300,,,,12.1,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/13/67,0,0,,,,,,,0,0,0,,75,55,,300,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/14/67,0,0,,,,,,,0,0,0,,76,56,,290,,,,14.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/15/67,10,0,,,,,,,0,0,0,,68,57,,290,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/16/67,40,30,,,,,,,0,0,0,,69,58,,290,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/17/67,0,0,,,,,,,0,0,0,,74,58,,280,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/18/67,0,0,,,,,,,0,0,0,,73,57,,290,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/19/67,60,30,,,,,,,0,0,0,,68,55,,290,,,,14.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/20/67,50,40,,,,,,,0,0,0,,66,55,,290,,,,17,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/21/67,0,0,,,,,,,0,0,0,,73,55,,280,,,,13,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/22/67,20,30,,,,,,,0,0,0,,69,58,,280,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/23/67,50,40,,,,,,,0,0,0,,75,57,,300,,,,14.1,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/24/67,50,70,,,,,,,0,0,0,,73,58,,280,,,,17.9,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/25/67,40,40,,,,,,,0,0,0,,71,59,,300,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/26/67,10,0,,,,,,,0,0,0,,71,57,,290,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/27/67,70,70,,,,,,,0,0,0,,68,59,,280,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/28/67,40,40,,,,,,,0,0,0,,72,60,,290,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/29/67,0,0,,,,,,,0,0,0,,79,57,,290,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/30/67,0,0,,,,,,,0,0,0,,72,57,,280,,,,16.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/31/67,70,60,,,,,,,0,0,0,,66,56,,290,,,,14.1,,,,,,,,,,1,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/1/67,40,30,,,,,,,0,0,0,,74,58,,270,,,,16.1,,,,1,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/2/67,60,70,,,,,,,0,0,0,,77,59,,290,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/3/67,30,30,,,,,,,0,0,0,,74,57,,280,,,,13,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/4/67,50,80,,,,,,,0,0,0,,75,59,,280,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/5/67,10,10,,,,,,,0,0,0,,71,60,,270,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/6/67,30,40,,,,,,,0,0,0,,71,59,,280,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/7/67,30,20,,,,,,,0,0,0,,69,57,,260,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/8/67,40,20,,,,,,,0,0,0,,71,58,,260,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/9/67,10,0,,,,,,,0,0,0,,73,58,,290,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/10/67,30,30,,,,,,,0,0,0,,74,59,,270,,,,16.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/11/67,60,70,,,,,,,0,0,0,,76,60,,270,,,,15,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/12/67,0,0,,,,,,,0,0,0,,84,61,,300,,,,17,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/13/67,20,10,,,,,,,0,0,0,,72,58,,290,,,,15,,,,1,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/14/67,50,30,,,,,,,0,0,0,,70,58,,280,,,,14.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/15/67,60,60,,,,,,,0,0,0,,72,58,,270,,,,14.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/16/67,50,30,,,,,,,0,0,0,,73,60,,290,,,,19.9,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/17/67,100,100,,,,,,,0,0,0,,74,64,,290,,,,17,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/18/67,30,10,,,,,,,0.01,0,0,,75,61,,270,,,,16.1,,,,,,,,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/19/67,20,30,,,,,,,0,0,0,,87,60,,280,,,,12.1,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/20/67,40,70,,,,,,,0,0,0,,90,62,,330,,,,12.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/21/67,30,40,,,,,,,0,0,0,,75,60,,240,,,,23.9,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/22/67,70,60,,,,,,,0,0,0,,71,60,,280,,,,16.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/23/67,60,70,,,,,,,0,0,0,,74,59,,290,,,,13,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/24/67,80,80,,,,,,,0,0,0,,66,58,,280,,,,21,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/25/67,40,20,,,,,,,0,0,0,,71,60,,280,,,,16.1,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/26/67,20,10,,,,,,,0,0,0,,74,58,,280,,,,17,,,,,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/27/67,60,50,,,,,,,0,0,0,,67,58,,290,,,,17,,,,1,,,,,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/28/67,80,80,,,,,,,0,0,0,,69,59,,320,,,,17,,,,1,,,,,,1,,,
